message,label
for instanc two psychologist jane burka and lenora yuen who have help mani peopl overcom procrastin report in their articl mind game procrastin plai psycholog todai januari that for mani student understand the hidden root of procrastin often seem to weaken them p,procrastination
just know our true reason for procrastin make it easier to stop,procrastination
time manag techniqu on piec of the puzzl to overcom procrastin time manag techniqu and tool ar indispens but thei ar not enough by themselv,procrastination
and not all method of manag time ar equal help in deal with procrastin,procrastination
there ar some time manag techniqu that ar well suit to overcom procrastin and other that can make it wors,procrastination
those that reduc anxieti and fear and emphas the satisfact and reward of complet task work best,procrastination
those that arc inflex emphas the magnitud of task and increas anxieti can actual increas procrastin and ar thu counter product,procrastination
for instanc make a huge list of thing to do or schedul everi minut of your dai mai increas your stress and thu procrastin,procrastination
instead set reason goal e,procrastination
a manag list of thing to do break big task down and give yourself flexibl and allot time to thing you enjoi as reward for work complet,procrastination
motiv find product reason for engag in task to overcom procrastin it s critic that you stai motiv for product reason,procrastination
by product reason i mean reason for learn and achiev that lead to posit product satisfi feel and action,procrastination
these reason ar in contrast to engag in a task out of fear of fail or not make your parent angri or not look stupid or do better than other peopl to show off,procrastination
